name,code,pop
Taiwan,6,7.2
Thailand,3,7.83
Ukraine,1,5.0
USA,574,7.4
Venezuela,2,8.0
Argentina,9,8.11
Australia,28,7.68
Austria,7,7.36
Belarus,1,5.0
Belgium,12,8.03
Brazil,21,7.84
Bulgaria,5,8.7
Canada,96,7.91
Chile,4,8.25
China,7,8.39
Colombia,2,8.0
Croatia,3,8.47
Czech Republic,2,7.75
Denmark,3,7.33
England,5,7.6
Finland,6,7.05
France,21,8.07
Germany,66,7.3
Greece,12,8.08
Hungary,10,7.95
India,4,7.75
Indonesia,1,7.0
Iran,1,1.0
Ireland,3,7.0
Israel,6,7.62
Italy,22,7.82
Japan,17,7.05
Latvia,5,7.7
Lithuania,6,8.04
Malaysia,1,6.5
Mexico,8,8.29
Netherlands,12,6.96
New Zealand,7,7.64
Norway,12,7.63
Peru,4,8.0
Philippines,2,6.5
Poland,24,7.99
Portugal,14,7.74
Romania,4,8.9
Russia,5,7.9
Saudi Arabia,1,8.0
Republic of Serbia,6,7.67
Slovenia,1,10.0
South Africa,4,8.0
South Korea,12,7.62
Spain,30,7.35
Sweden,18,6.83
Switzerland,7,7.07
Taiwan,5,7.8
Thailand,1,6.0
Ukraine,3,8.0
USA,437,7.7
Venezuela,2,8.5
Vietnam,1,6.75
Argentina,2,7.4
Australia,24,7.31
Austria,6,8.5
Belarus,2,7.0
Belgium,11,7.59
Brazil,28,8.38
Bulgaria,1,6.0
Canada,98,7.54
Chile,4,8.0
China,10,7.86
Colombia,1,7.0
Czech Republic,6,7.67
Denmark,9,7.8
England,7,7.24
Finland,8,6.75
France,17,7.6
Germany,82,7.33
Greece,22,7.78
Hungary,3,7.63
Iceland,1,8.0
India,1,6.5
Indonesia,3,7.68
Ireland,4,8.25
Israel,9,7.82
Italy,50,7.7
Japan,8,6.0
Latvia,5,8.3
Lithuania,6,7.23
Luxembourg,1,8.0
Mexico,4,6.5
Netherlands,12,7.59
New Zealand,7,7.29
Norway,9,7.23
Philippines,2,9.25
Poland,19,7.45
Portugal,1,7.0
Qatar,1,7.0
Romania,5,7.9
Russia,15,7.49
Republic of Serbia,1,7.0
Slovakia,1,7.2
South Africa,1,7.0
South Korea,10,7.55
Spain,56,7.72
Sweden,23,7.5
Switzerland,9,7.06
Taiwan,15,7.47
Thailand,4,8.0
Ukraine,4,8.38
USA,685,7.6
Venezuela,2,9.0
Argentina,7,7.93
Australia,30,7.71
Austria,8,8.88
Belarus,2,8.0
Belgium,28,7.94
Bolivia,1,8.0
Brazil,35,8.76
Bulgaria,1,10.0
Canada,122,8.31
Chile,5,8.0
China,10,7.92
Colombia,3,8.0
Costa Rica,1,9.0
Croatia,1,8.8
Czech Republic,16,8.28
Denmark,10,7.3
England,9,8.72
Estonia,3,9.33
Finland,14,8.16
France,21,8.05
Germany,114,8.06
Greece,22,8.61
Guatemala,1,7.0
Hungary,5,7.58
Iceland,1,9.0
India,2,7.75
Indonesia,1,8.0
Ireland,6,8.35
Israel,9,8.55
Italy,45,7.64
Japan,24,7.52
Latvia,4,8.53
Lithuania,6,8.5
Luxembourg,2,9.7
Malaysia,8,8.14
Mexico,3,7.83
Netherlands,29,7.64
New Zealand,11,8.44
Norway,13,8.25
Peru,2,9.25
Philippines,3,8.0
Poland,55,8.28
Portugal,6,8.4
Qatar,1,9.0
Romania,5,8.7
Russia,9,6.94
Republic of Serbia,3,8.33
Slovakia,3,9.4
Slovenia,1,10.0
South Korea,25,8.23
Spain,89,8.32
Sweden,20,7.79
Switzerland,7,7.07
Taiwan,18,8.26
Thailand,10,8.16
Ukraine,3,7.67
USA,653,7.98
Uruguay,1,10.0
Venezuela,2,10.0
Vietnam,1,7.5
Australia,33,7.4
Austria,9,7.44
Belgium,18,7.56
Brazil,13,7.69
Brunei,1,9.0
Bulgaria,1,4.0
Canada,94,7.08
Chile,4,7.25
Colombia,1,8.0
Czech Republic,3,6.33
Denmark,3,4.83
England,6,5.92
Estonia,3,4.33
Finland,14,7.46
France,18,7.65
Germany,65,7.42
Greece,11,7.61
Guatemala,1,8.5
Hungary,9,7.44
Indonesia,2,6.5
Ireland,3,7.5
Israel,5,6.7
Italy,29,7.94
Japan,25,6.94
Latvia,2,7.0
Lithuania,3,7.0
Luxembourg,1,8.0
Malaysia,1,6.5
Mexico,2,7.0
Netherlands,22,7.36
New Zealand,9,6.93
Norway,8,6.69
Peru,1,7.0
Philippines,1,5.0
Poland,13,7.43
Portugal,5,6.82
Romania,4,7.5
Russia,5,6.4
Saudi Arabia,2,7.5
Republic of Serbia,2,6.0
Slovakia,1,6.5
South Africa,2,7.0
South Korea,15,7.43
Spain,22,7.21
Sweden,21,6.93
Switzerland,3,8.5
Taiwan,4,7.63
Thailand,3,5.5
USA,585,7.16
Vietnam,1,7.0
Argentina,1,7.0
Australia,37,6.72
Austria,11,7.44
Belgium,24,7.22
Brazil,7,6.41
Bulgaria,1,7.0
Canada,82,7.36
Chile,5,5.72
Croatia,3,7.33
Czech Republic,5,7.8
Denmark,13,5.96
England,10,6.81
Estonia,1,8.0
Finland,28,7.13
France,13,7.52
Germany,107,7.06
Greece,16,7.48
Hungary,10,6.57
Iceland,1,7.0
Ireland,6,6.82
Italy,31,6.75
Japan,18,6.05
Luxembourg,1,7.0
Malaysia,1,8.0
Mexico,4,8.25
Netherlands,37,6.77
New Zealand,11,6.96
Norway,15,6.4
Peru,1,7.0
Philippines,1,10.0
Poland,11,7.14
Portugal,5,6.8
Romania,1,7.0
Russia,1,6.0
Republic of Serbia,1,6.0
Slovenia,5,7.2
South Africa,3,9.33
South Korea,12,7.29
Spain,51,6.92
Sweden,35,6.52
Switzerland,7,7.14
Taiwan,1,8.0
Trinidad and Tobago,1,8.0
Ukraine,1,3.0
USA,733,7.21
Venezuela,1,7.0
Argentina,12,8.35
Australia,69,7.74
Austria,5,8.4
Belgium,10,8.38
Brazil,53,8.62
Bulgaria,5,7.9
Canada,192,8.28
Chile,11,8.46
China,10,7.7
Colombia,4,8.44
Croatia,5,8.3
Czech Republic,7,6.86
Denmark,9,8.28
England,9,8.0
Estonia,3,9.03
Finland,11,7.78
France,4,9.0
Germany,46,7.82
Greece,19,8.73
Guatemala,1,9.0
Hungary,4,6.38
Iceland,3,8.33
India,5,8.08
Indonesia,1,6.5
Ireland,11,9.09
Israel,11,7.74
Italy,30,8.06
Japan,5,6.5
Latvia,7,7.89
Lebanon,1,9.0
Lithuania,5,7.6
Luxembourg,2,7.5
Macedonia,2,8.5
Malaysia,2,8.75
Mexico,10,8.53
Netherlands,21,8.31
New Zealand,10,7.0
Norway,11,7.97
Peru,3,8.17
Philippines,9,8.44
Poland,26,8.21
Portugal,12,8.17
Qatar,2,7.7
Romania,5,8.6
Russia,9,7.25
Republic of Serbia,4,8.75
Slovakia,1,9.5
Slovenia,4,8.75
South Africa,3,8.67
South Korea,16,8.39
Spain,58,7.9
Sweden,29,8.17
Switzerland,7,8.07
Taiwan,14,8.32
Thailand,5,8.0
Turkey,1,8.5
Ukraine,2,8.0
USA,1133,8.17
Uruguay,1,9.0
Venezuela,2,10.0
Vietnam,3,6.75
Argentina,11,7.41
Australia,66,7.74
Austria,18,6.94
Belarus,1,7.0
Belgium,36,7.35
Brazil,41,7.47
Brunei,1,8.0
Bulgaria,2,8.0
Canada,230,7.47
Chile,6,7.23
China,17,7.52
Colombia,2,7.5
Costa Rica,1,8.0
Croatia,4,7.25
Czech Republic,14,6.39
Denmark,19,7.15
England,11,7.86
Estonia,4,7.25
Finland,36,7.31
France,27,7.53
Germany,135,7.56
Greece,37,7.88
Guatemala,1,9.0
Hungary,14,7.72
Iceland,1,7.0
India,4,8.25
Indonesia,3,6.6
Iran,1,10.0
Ireland,9,7.53
Israel,7,7.21
Italy,43,7.35
Japan,28,7.2
Latvia,5,7.6
Lithuania,5,6.3
Luxembourg,4,7.88
Malaysia,5,7.7
Mexico,8,8.1
Moldova,1,8.0
Netherlands,42,7.45
New Zealand,21,7.55
Norway,20,7.83
Philippines,4,6.25
Poland,68,7.33
Portugal,18,7.51
Qatar,1,7.0
Romania,3,8.5
Russia,18,7.18
Saudi Arabia,1,9.0
Republic of Serbia,7,6.0
Slovenia,7,8.14
South Africa,5,8.6
South Korea,30,7.35
Spain,109,7.39
Sweden,38,7.33
Switzerland,6,7.75
Taiwan,26,7.3
Thailand,4,8.0
Turkey,1,7.0
Uganda,1,6.0
Ukraine,5,8.3
USA,1623,7.59
Uruguay,1,7.0
Venezuela,2,7.0
Vietnam,2,7.25
Albania,1,7.0
Argentina,16,7.69
Australia,84,7.64
Austria,11,7.73
Belarus,2,6.5
Belgium,28,7.69
Brazil,49,7.6
Brunei,1,9.0
Bulgaria,7,7.5
Canada,227,7.73
Chile,14,7.46
China,19,7.88
Colombia,7,7.57
Croatia,5,7.5
Czech Republic,8,7.88
Denmark,14,7.64
England,9,7.54
Estonia,3,7.37
Finland,21,7.94
France,24,7.8
Germany,113,7.89
Greece,29,7.49
Guatemala,2,7.25
Hungary,10,8.0
Iceland,3,7.17
India,7,7.14
Indonesia,1,9.0
Ireland,11,8.05
Israel,10,7.14
Italy,20,7.16
Japan,39,7.48
Latvia,8,8.06
Lithuania,10,6.85
Luxembourg,2,8.5
Macedonia,2,8.5
Malaysia,3,7.5
Mexico,16,8.09
Moldova,3,8.83
Netherlands,34,7.35
New Zealand,19,7.19
Norway,12,6.83
Peru,2,7.5
Philippines,5,7.2
Poland,67,7.56
Portugal,19,7.53
Qatar,2,8.3
Romania,7,7.71
Russia,13,7.77
Saudi Arabia,2,7.0
Republic of Serbia,7,6.86
Slovakia,3,7.47
Slovenia,3,7.67
South Africa,7,7.64
South Korea,23,7.51
Spain,110,7.37
Sweden,33,7.69
Switzerland,13,7.5
Taiwan,22,8.3
Thailand,11,8.36
Turkey,3,7.33
Uganda,1,7.0
Ukraine,6,8.37
USA,1200,7.71
Venezuela,2,7.5
Vietnam,2,7.0
Albania,1,8.0
Argentina,7,7.56
Australia,40,7.43
Austria,8,7.25
Belarus,1,9.0
Belgium,17,6.82
Brazil,9,8.41
Canada,111,7.22
Chile,4,6.1
China,5,7.96
Colombia,3,8.33
Costa Rica,1,10.0
Croatia,3,6.4
Czech Republic,5,6.6
Denmark,4,7.38
England,4,8.05
Finland,3,7.0
France,16,7.62
Germany,98,7.16
Greece,8,7.84
Hungary,2,6.5
Iceland,1,7.0
India,1,8.5
Indonesia,1,8.0
Ireland,4,7.0
Israel,4,7.25
Italy,14,7.29
Japan,20,6.59
Latvia,4,8.38
Lithuania,1,9.0
Luxembourg,1,8.0
Malaysia,2,7.5
Mexico,6,7.92
Netherlands,31,7.48
New Zealand,4,7.0
Norway,3,5.33
Peru,1,7.0
Philippines,4,8.13
Poland,16,7.31
Qatar,1,7.4
Romania,1,8.8
Russia,10,7.23
Saudi Arabia,1,8.0
Republic of Serbia,1,8.0
Slovakia,1,8.0
Slovenia,1,9.0
South Africa,4,6.75
South Korea,14,7.54
Spain,53,7.05
Sweden,17,7.26
Switzerland,6,7.75
Taiwan,6,8.19
Thailand,5,7.6
Turkey,2,7.5
Uganda,1,6.0
Ukraine,4,7.5
USA,608,7.09
Uruguay,1,7.5
Venezuela,2,7.5
Vietnam,1,7.0
Argentina,11,8.05
Australia,46,7.51
Austria,8,7.88
Belarus,1,6.0
Belgium,32,8.08
Bolivia,1,9.0
Brazil,40,7.9
Bulgaria,2,8.5
Canada,189,7.69
Chile,13,6.96
China,13,8.85
Colombia,4,8.88
Costa Rica,1,9.0
Croatia,4,8.75
Czech Republic,11,6.59
Denmark,13,6.54
England,7,7.14
Estonia,3,7.0
Finland,31,7.7
France,17,7.94
Germany,82,7.74
Greece,26,8.0
Hungary,3,6.67
Iceland,1,7.0
Indonesia,3,9.67
Ireland,6,7.5
Israel,4,8.75
Italy,53,8.11
Japan,13,6.85
Latvia,6,7.17
Lebanon,1,10.0
Lithuania,4,7.25
Luxembourg,2,8.5
Macedonia,2,8.0
Malaysia,2,8.75
Mexico,7,8.29
Moldova,1,8.0
Netherlands,25,7.45
New Zealand,9,5.71
Norway,14,8.25
Peru,2,8.5
Philippines,2,9.5
Poland,48,7.84
Portugal,20,7.91
Qatar,2,8.5
Romania,8,8.5
Russia,16,7.75
Republic of Serbia,4,7.63
Slovenia,3,8.33
South Africa,5,7.0
South Korea,13,7.65
Spain,112,7.71
Sweden,37,7.12
Switzerland,7,8.86
Taiwan,12,8.63
Thailand,5,9.0
Turkey,1,9.0
Uganda,1,9.5
Ukraine,2,4.45
USA,1144,7.73
Uruguay,1,8.5
Venezuela,2,9.5
Argentina,4,5.88
Australia,44,7.85
Austria,3,8.33
Belarus,2,7.5
Belgium,31,8.05
Brazil,23,8.35
Brunei,1,8.0
Bulgaria,2,8.5
Canada,172,7.85
Chile,1,7.0
China,9,7.74
Colombia,1,8.5
Croatia,5,9.4
Czech Republic,10,7.4
Denmark,15,8.61
England,8,8.0
Estonia,2,8.7
Finland,24,7.56
France,13,7.36
Germany,54,7.55
Greece,14,8.2
Hungary,6,7.75
Iceland,2,9.0
India,4,7.88
Indonesia,3,8.67
Ireland,6,8.83
Israel,4,8.75
Italy,39,7.76
Japan,8,5.88
Latvia,3,8.33
Lithuania,7,8.71
Luxembourg,2,7.75
Malaysia,8,7.68
Mexico,1,8.0
Netherlands,27,8.14
New Zealand,12,7.54
Norway,19,8.17
Peru,1,8.0
Philippines,3,6.67
Poland,26,7.82
Portugal,13,7.63
Qatar,2,8.6
Romania,7,9.0
Russia,13,7.69
Saudi Arabia,1,8.0
Republic of Serbia,3,8.67
Slovenia,3,9.0
South Africa,10,7.85
South Korea,10,6.95
Spain,66,8.12
Sweden,28,7.53
Switzerland,7,8.07
Taiwan,13,8.65
Thailand,4,6.93
Turkey,2,8.5
Ukraine,4,8.5
USA,988,7.81
Argentina,4,6.63
Australia,38,7.43
Austria,10,7.6
Belgium,14,8.04
Brazil,38,8.06
Canada,109,7.64
Chile,1,6.8
China,26,7.64
Colombia,2,9.0
Czech Republic,3,6.5
Denmark,4,7.25
Ecuador,1,8.0
England,5,7.25
Estonia,5,7.9
Finland,44,7.58
France,20,7.81
Germany,75,7.44
Greece,22,7.71
Hungary,7,7.43
India,2,7.75
Indonesia,3,7.0
Ireland,4,6.95
Israel,5,8.4
Italy,33,7.46
Japan,40,8.02
Latvia,2,7.25
Lithuania,2,6.0
Luxembourg,2,6.25
Malaysia,5,7.2
Mexico,6,8.33
Moldova,1,7.0
Netherlands,18,7.64
New Zealand,10,7.85
Norway,15,7.9
Philippines,4,8.5
Poland,30,7.46
Portugal,11,7.97
Qatar,1,7.8
Russia,1,7.0
Saudi Arabia,1,9.0
Republic of Serbia,1,7.5
Slovakia,1,7.0
Slovenia,2,8.25
South Africa,1,7.0
South Korea,30,8.33
Spain,57,7.56
Sweden,18,7.36
Switzerland,6,7.42
Taiwan,31,7.92
Thailand,4,8.0
Ukraine,1,4.0
USA,729,7.61
Venezuela,1,9.0
Albania,1,1.0
Argentina,6,4.33
Australia,76,4.53
Austria,10,4.0
Belgium,30,5.29
Brazil,43,4.92
Bulgaria,5,6.2
Canada,218,4.94
Chile,6,5.67
China,9,5.78
Colombia,3,5.0
Costa Rica,1,6.0
Croatia,7,4.71
Czech Republic,4,4.88
Denmark,17,4.5
England,8,5.44
Estonia,8,5.56
Finland,40,4.65
France,15,3.79
Germany,107,4.59
Greece,27,6.06
Guatemala,1,1.0
Honduras,1,7.0
Hungary,11,5.18
Indonesia,2,5.5
Ireland,7,3.43
Israel,7,3.57
Italy,55,6.0
Japan,15,5.47
Latvia,3,5.67
Lithuania,6,4.33
Luxembourg,1,1.0
Macedonia,2,6.5
Malaysia,5,3.5
Mexico,11,5.62
Netherlands,59,5.51
New Zealand,16,4.56
Norway,17,4.47
Peru,2,4.0
Philippines,6,5.33
Poland,41,4.52
Portugal,21,5.58
Qatar,2,4.3
Romania,10,6.3
Russia,9,5.14
Saudi Arabia,1,7.0
Republic of Serbia,4,4.25
Slovenia,3,5.33
South Africa,6,5.0
South Korea,14,5.76
Spain,66,5.14
Sri Lanka,1,5.0
Sweden,49,4.54
Switzerland,4,4.75
Taiwan,5,6.9
Thailand,2,6.5
Turkey,2,6.5
Ukraine,2,6.0
USA,1302,5.02
Venezuela,1,8.0
Vietnam,1,3.0
Argentina,1,8.0
Australia,31,7.43
Austria,6,7.67
Belgium,25,7.52
Brazil,21,7.86
Bulgaria,2,8.0
Canada,90,7.4
Chile,3,7.5
China,22,7.63
Colombia,1,7.5
Croatia,1,7.0
Czech Republic,4,7.25
Denmark,6,6.5
England,7,7.29
Estonia,6,6.25
Finland,15,7.23
France,25,7.46
Germany,56,7.04
Greece,23,7.23
Hungary,5,7.0
India,1,7.0
Indonesia,4,7.63
Ireland,3,7.83
Israel,6,7.42
Italy,20,7.68
Japan,9,6.67
Latvia,5,6.04
Lithuania,4,5.0
Luxembourg,2,7.85
Malaysia,4,6.75
Mexico,2,9.0
Moldova,1,10.0
Netherlands,15,6.93
New Zealand,6,7.5
Norway,11,7.23
Philippines,1,4.0
Poland,26,7.34
Portugal,11,7.07
Qatar,1,5.2
Romania,8,8.13
Russia,11,7.09
Saudi Arabia,1,7.0
Republic of Serbia,1,8.0
Slovenia,1,8.5
South Korea,8,6.63
Spain,64,7.69
Sweden,14,7.05
Switzerland,4,8.13
Taiwan,15,7.73
Thailand,7,6.64
Turkey,2,8.0
Ukraine,1,8.0
USA,489,7.29
Argentina,14,7.25
Australia,70,6.33
Austria,11,5.82
Belarus,4,6.38
Belgium,25,6.88
Bolivia,1,7.0
Brazil,69,7.52
Bulgaria,4,6.0
Canada,254,6.69
Chile,10,7.33
China,10,6.5
Colombia,1,7.5
Costa Rica,1,8.0
Croatia,3,6.67
Czech Republic,3,7.67
Denmark,13,6.96
England,8,7.0
Estonia,3,6.33
Finland,28,5.5
France,20,6.14
Germany,133,6.95
Greece,46,6.89
Hungary,13,6.27
Indonesia,3,7.0
Ireland,8,7.38
Israel,16,5.96
Italy,51,6.29
Japan,4,4.0
Latvia,3,5.67
Lithuania,2,6.5
Malaysia,3,7.3
Mexico,11,8.0
Netherlands,42,6.32
New Zealand,8,6.31
Norway,11,5.68
Paraguay,1,6.0
Peru,1,8.0
Philippines,4,6.5
Poland,60,6.95
Portugal,8,7.63
Qatar,2,6.0
Romania,4,8.63
Russia,22,6.73
Republic of Serbia,3,7.17
Slovakia,2,8.0
Slovenia,1,6.0
South Africa,3,7.33
South Korea,3,5.0
Spain,131,6.1
Sweden,47,5.95
Switzerland,7,7.86
Taiwan,7,6.61
Thailand,2,7.75
Turkey,3,8.17
Ukraine,10,7.2
USA,1411,6.48
Uruguay,1,9.0
Argentina,6,8.33
Australia,30,7.51
Austria,7,7.14
Belgium,18,7.68
Brazil,20,7.68
Bulgaria,8,6.81
Canada,84,7.87
Chile,4,8.25
China,7,6.99
Colombia,3,8.33
Croatia,5,7.6
Czech Republic,4,7.25
Denmark,5,8.8
England,5,6.6
Finland,8,7.59
France,18,7.78
Germany,67,7.57
Greece,24,8.06
Hungary,2,5.5
India,2,7.5
Indonesia,1,9.0
Ireland,3,8.33
Israel,3,7.2
Italy,7,7.21
Japan,14,6.86
Latvia,2,8.5
Lithuania,4,6.75
Luxembourg,2,8.25
Macedonia,2,8.0
Malaysia,2,6.0
Mexico,9,8.17
Moldova,1,7.0
Netherlands,10,7.72
New Zealand,3,8.0
Norway,6,7.0
Peru,1,9.0
Philippines,3,6.67
Poland,3,8.0
Portugal,16,7.59
Qatar,1,5.4
Romania,9,8.46
Russia,2,5.5
Republic of Serbia,4,6.5
Slovenia,2,9.0
South Korea,4,7.6
Spain,68,7.59
Sweden,14,7.03
Switzerland,6,6.67
Taiwan,5,7.4
Thailand,4,6.75
Ukraine,1,8.9
USA,462,7.53
Venezuela,2,7.5
Vietnam,1,8.25
Argentina,4,5.75
Australia,57,7.32
Austria,6,6.83
Belarus,1,3.0
Belgium,14,6.91
Brazil,18,7.27
Brunei,1,9.0
Canada,129,7.27
Chile,5,6.78
China,4,6.75
Colombia,2,7.0
Czech Republic,3,6.0
Denmark,7,6.29
England,7,6.79
Estonia,2,7.0
Finland,16,7.25
France,18,6.97
Germany,53,7.39
Greece,16,6.72
Guatemala,1,8.0
Hungary,7,6.71
Iceland,1,7.5
India,3,6.67
Indonesia,1,8.0
Ireland,4,7.13
Israel,3,7.33
Italy,18,7.52
Japan,29,6.87
Latvia,4,7.25
Lithuania,5,8.6
Luxembourg,1,8.0
Malaysia,5,7.36
Mexico,3,5.67
Netherlands,17,7.15
New Zealand,16,7.27
Norway,10,7.5
Philippines,4,7.0
Poland,16,7.61
Portugal,8,7.43
Romania,2,6.5
Russia,6,7.75
Saudi Arabia,1,7.0
Republic of Serbia,6,8.33
Slovenia,1,7.0
South Africa,3,7.0
South Korea,15,7.19
Spain,59,7.14
Sweden,20,7.85
Switzerland,5,6.9
Taiwan,9,7.72
Thailand,9,7.94
Ukraine,1,10.0
USA,687,7.36
Vietnam,1,7.0
Argentina,1,9.0
Australia,25,7.54
Austria,7,7.71
Belarus,1,7.0
Belgium,20,8.09
Brazil,23,7.88
Brunei,1,8.0
Canada,65,7.6
Chile,2,8.75
China,12,8.0
Colombia,1,8.0
Czech Republic,10,7.95
Denmark,2,9.0
England,5,7.3
Estonia,2,9.0
Finland,16,8.38
France,17,7.64
Germany,90,7.82
Greece,20,7.99
Hungary,6,7.5
Iceland,1,8.0
Ireland,3,6.5
Israel,7,8.29
Italy,36,7.59
Japan,18,6.89
Latvia,2,7.25
Lithuania,1,7.0
Luxembourg,1,9.0
Malaysia,1,9.5
Mexico,1,7.2
Moldova,1,7.0
Netherlands,13,7.74
New Zealand,8,7.71
Norway,9,7.47
Peru,1,8.5
Philippines,1,4.0
Poland,22,7.61
Portugal,7,6.84
Qatar,1,7.0
Romania,3,9.0
Russia,4,7.76
Slovakia,1,9.0
South Africa,2,7.0
South Korea,17,8.11
Spain,48,8.03
Sweden,14,7.46
Switzerland,4,7.25
Taiwan,19,8.13
Thailand,5,7.42
Ukraine,1,5.0
USA,436,7.61
Venezuela,2,10.0
Albania,1,5.0
Argentina,26,7.99
Australia,138,7.95
Austria,20,7.55
Belarus,3,8.17
Belgium,59,8.0
Bolivia,1,10.0
Brazil,101,8.28
Bulgaria,12,7.42
Canada,505,8.18
Chile,21,8.54
China,29,7.54
Colombia,9,8.56
Costa Rica,4,8.25
Croatia,10,8.23
Czech Republic,21,7.5
Denmark,29,7.68
England,18,7.86
Estonia,10,8.8
Finland,41,7.95
France,39,7.82
Germany,214,8.19
Greece,54,7.8
Guatemala,1,9.0
Honduras,1,8.6
Hungary,25,8.18
Iceland,4,7.75
India,3,9.0
Indonesia,11,8.82
Iraq,1,9.0
Ireland,15,7.67
Israel,20,8.28
Italy,61,7.96
Japan,51,7.71
Latvia,6,7.42
Lithuania,19,7.74
Luxembourg,5,8.2
Macedonia,2,7.5
Malaysia,13,7.72
Mexico,29,8.03
Moldova,2,9.5
Mongolia,1,8.0
Netherlands,58,8.03
New Zealand,33,7.38
Norway,23,8.17
Peru,6,7.75
Philippines,12,7.83
Poland,108,7.76
Portugal,28,7.84
Qatar,2,8.0
Romania,21,8.44
Russia,15,7.53
Saudi Arabia,1,7.0
Republic of Serbia,8,8.38
Slovakia,5,7.6
Slovenia,7,8.36
South Africa,9,7.72
South Korea,33,7.72
Spain,182,7.8
Sri Lanka,1,9.0
Sweden,68,7.66
Switzerland,22,8.07
Taiwan,33,8.04
Thailand,15,7.01
Turkey,2,8.5
Uganda,1,8.0
Ukraine,10,8.53
USA,2731,8.06
Uruguay,3,8.43
Vietnam,2,7.0
Argentina,5,9.38
Australia,37,9.12
Austria,4,9.25
Belarus,2,9.0
Belgium,10,7.54
Bolivia,1,1.0
Brazil,29,9.17
Bulgaria,2,7.5
Canada,112,9.08
Chile,3,8.67
China,6,9.08
Colombia,5,9.1
Croatia,1,10.0
Czech Republic,4,9.0
Denmark,10,8.44
Ecuador,1,9.0
England,5,8.0
Estonia,2,9.5
Finland,9,8.88
France,6,9.67
Germany,82,8.92
Greece,9,8.69
Hungary,7,9.29
India,1,10.0
Indonesia,2,8.7
Ireland,4,7.25
Israel,4,8.25
Italy,24,8.23
Japan,11,6.68
Latvia,3,8.33
Lithuania,7,7.43
Luxembourg,2,9.0
Malaysia,2,7.3
Mexico,7,7.9
Moldova,1,10.0
Netherlands,14,8.79
New Zealand,7,8.79
Norway,8,9.05
Philippines,3,7.0
Poland,25,8.8
Portugal,7,9.0
Qatar,1,9.2
Romania,4,9.95
Russia,7,8.71
Republic of Serbia,1,9.0
Slovakia,2,9.5
Slovenia,1,10.0
South Africa,3,9.33
South Korea,6,9.65
Spain,67,9.02
Sweden,14,7.71
Switzerland,6,8.25
Taiwan,7,9.29
Thailand,1,10.0
Turkey,1,9.5
Ukraine,2,10.0
USA,670,8.84
Venezuela,1,10.0
Argentina,14,8.63
Australia,47,8.04
Austria,7,8.14
Belarus,1,7.0
Belgium,16,8.02
Brazil,30,8.46
Bulgaria,5,7.3
Canada,134,7.78
Chile,12,8.1
China,15,8.29
Colombia,1,10.0
Croatia,3,9.0
Czech Republic,8,8.5
Denmark,13,8.08
Ecuador,1,7.0
England,11,8.18
Estonia,3,7.37
Finland,11,7.87
France,19,8.14
Germany,84,7.67
Greece,26,8.06
Hungary,11,7.68
Iceland,2,8.25
India,4,8.0
Indonesia,2,8.5
Ireland,7,8.5
Israel,10,8.5
Italy,37,8.09
Japan,27,7.42
Latvia,2,8.88
Lithuania,8,7.88
Luxembourg,1,8.0
Malaysia,1,9.0
Mexico,11,8.34
Moldova,1,10.0
Netherlands,31,7.72
New Zealand,7,7.29
Norway,11,7.83
Peru,2,8.5
Philippines,5,8.2
Poland,57,8.03
Portugal,11,8.02
Romania,9,7.84
Russia,12,7.83
Saudi Arabia,2,6.5
Republic of Serbia,5,8.26
Slovakia,4,8.75
Slovenia,1,7.0
South Africa,4,7.98
South Korea,18,7.94
Spain,119,8.04
Sweden,24,7.65
Switzerland,5,6.7
Taiwan,13,8.08
Thailand,7,7.71
Turkey,1,9.0
Uganda,1,8.0
Ukraine,6,8.47
USA,569,7.92
Uruguay,1,9.0
Venezuela,1,9.0
Vietnam,3,8.17
Australia,29,7.26
Austria,6,7.5
Belgium,14,6.96
Brazil,10,7.6
Bulgaria,2,7.65
Canada,93,7.08
Chile,1,6.0
China,3,6.17
Croatia,2,8.75
Czech Republic,3,6.67
Denmark,7,7.36
England,7,6.79
Finland,26,7.16
France,14,6.23
Germany,49,6.84
Greece,19,7.65
Hungary,4,6.63
India,1,6.0
Ireland,2,7.63
Israel,2,6.25
Italy,18,7.75
Japan,1,4.0
Lithuania,1,7.0
Malaysia,3,8.23
Mexico,1,8.0
Netherlands,13,6.81
New Zealand,12,6.93
Norway,5,7.2
Philippines,1,8.0
Poland,13,6.59
Portugal,4,5.63
Romania,1,9.0
Russia,1,8.0
Slovakia,1,7.0
South Africa,4,6.0
South Korea,6,6.67
Spain,23,7.22
Sweden,22,6.76
Switzerland,3,7.67
Taiwan,1,5.0
Thailand,3,8.17
USA,586,6.83
Argentina,17,8.56
Australia,100,8.11
Austria,11,8.82
Azerbaijan,1,9.0
Belarus,2,9.0
Belgium,57,8.59
Bolivia,1,10.0
Brazil,88,8.78
Bulgaria,1,8.0
Canada,366,8.16
Chile,22,8.86
China,36,8.32
Colombia,6,7.97
Croatia,6,7.83
Czech Republic,17,8.24
Denmark,24,8.47
Ecuador,1,7.0
England,16,8.48
Estonia,11,8.33
Finland,43,8.58
France,27,8.71
Germany,183,8.44
Greece,42,8.4
Guatemala,1,9.5
Hungary,15,8.57
Iceland,3,8.33
India,6,9.08
Indonesia,4,8.48
Ireland,13,7.77
Israel,16,8.05
